,X,Index,Date,Year,Prev_date,nest_number,ID,Species,Start.Time,AMPM,AMPM_asnumeric,Duration_min,Start.Air.Temp,Start.Egg.Temp,Mean.Egg.Temp_offbout,Sunrise,Sunset,prev.sunset,Day.Length,ID_day,two_before_start,Air.Mean.2hr,Air.SD.2hr,Air.Max.2hr,Air.Min.2hr,log_Duration,Air_CV,TempRange_Mean,TempRange_SD,Date_2,Month_Year,Date_Written,predict_BestMod2hr
579,746,539,6/19/2016,2016,6/18/2016,16-20,2016BW020,BW,18.14,PM,2,158,39.375,38.087,32.493,6.22,21.04,21.03,14:41:38,2016BW020_120,16.14,43.03957106,2.852067138,45,32.665,5.062595033,0.066266161,five,two,6/19/2016,16-Jun,19-Jun-16,179.300297
620,787,526,6/14/2016,2016,6/13/2016,16-19,2016BW019,BW,17.03,PM,2,146,36.688,35.958,33.552,6.22,21.02,21.02,14:40:40,2016BW019_115,15.03,41.71645975,3.173320767,45,34.466,4.983606622,0.076068794,five,two,6/14/2016,16-Jun,14-Jun-16,177.7342949
303,439,475,8/30/2015,2015,8/29/2015,15-58,2015BW058,BW,10.23,AM,1,174,19.389,34.071,32.891,7.11,20.13,20.15,13:02:22,2015BW058_95,8.23,23.33578858,3.323327924,34.229,16.511,5.159055299,0.142413354,two,two,8/30/2015,15-Aug,30-Aug-15,177.6351545
506,664,490,6/13/2016,2016,6/12/2016,16-12,2016BW012,BW,15.45,PM,2,186,37.425,35.529,32.452,6.22,21.02,21.01,14:40:19,2016BW012_114,13.45,43.87830708,2.031630968,45,33.835,5.225746674,0.046301489,five,two,6/13/2016,16-Jun,13-Jun-16,177.5878054
188,284,63,6/20/2015,2015,6/19/2015,15-8,2015SC08,SC,1.27,AM,1,252,21.795,20.317,20.863,6.22,21.04,21.04,14:41:34,2015SC08_27,-0.73,21.99572199,1.995604033,25.501,18.461,5.529429088,0.090726917,two,one,6/20/2015,15-Jun,20-Jun-15,177.4167314
619,786,521,6/11/2016,2016,6/10/2016,16-19,2016BW019,BW,17.09,PM,2,208,42.564,37.48,34.56,6.22,21.01,21,14:39:27,2016BW019_112,15.09,41.61022458,3.170940762,45,34.308,5.33753808,0.076205807,five,two,6/11/2016,16-Jun,11-Jun-16,177.2891676
185,279,67,6/21/2015,2015,6/20/2015,15-8,2015SC08,SC,10.01,AM,1,172,26.353,25.016,24.442,6.22,21.04,21.04,14:41:39,2015SC08_28,8.01,21.89848052,1.981996392,25.501,18.295,5.147494477,0.090508398,two,one,6/21/2015,15-Jun,21-Jun-15,177.2081924
21,34,378,7/23/2015,2015,7/22/2015,15-44,2015BW044,BW,7.2,AM,1,244,22.011,34.387,31.348,6.4,20.56,20.57,14:16:12,2015BW044_60,5.2,21.84226365,0.998346613,23.136,19.032,5.497168225,0.045707104,two,one,7/23/2015,15-Jul,23-Jul-15,177.1561584
784,956,589,6/29/2016,2016,6/28/2016,16-37,2016BW037,BW,18.04,PM,2,128,28.866,35.128,29.564,6.25,21.05,21.05,14:39:36,2016BW037_130,16.04,38.00830508,4.827894823,45,27.087,4.852030264,0.127022102,four,three,6/29/2016,16-Jun,29-Jun-16,177.1555856
164,250,76,6/26/2015,2015,6/25/2015,15-8,2015SC08,SC,2.45,AM,1,74,22.321,19.984,19.956,6.24,21.05,21.05,14:41:13,2015SC08_33,0.45,21.59586441,1.901430841,25.113,18.2,4.304065093,0.088046063,two,one,6/26/2015,15-Jun,26-Jun-15,176.6490215
590,757,543,6/18/2016,2016,6/17/2016,16-28,2016BW028,BW,15.1,PM,2,252,39.914,38.087,35.826,6.22,21.04,21.03,14:41:33,2016BW028_119,13.1,43.46699788,2.989967819,45,33.365,5.529429088,0.068787079,five,two,6/18/2016,16-Jun,18-Jun-16,175.3399123
487,643,159,6/19/2015,2015,6/18/2015,15-19,2015BW019,BW,13.49,PM,2,172,36.796,33.521,32.781,6.22,21.04,21.03,14:41:27,2015BW019_26,-0.51,22.96694907,1.974918141,25.598,19.27,5.147494477,0.085989573,two,one,6/19/2015,15-Jun,19-Jun-15,175.3049517
382,523,608,7/6/2016,2016,7/5/2016,16-38,2016BW038,BW,16.56,PM,2,212,45,37.535,35.185,6.29,21.04,21.03,14:35:07,2016BW038_137,14.56,44.99962,0.0114,45,44.658,5.356586275,0.000253335,five,one,7/6/2016,16-Jul,6-Jul-16,175.2828836
383,524,606,7/5/2016,2016,7/4/2016,16-38,2016BW038,BW,16.42,PM,2,212,45,36.362,34.663,6.28,21.04,21.04,14:35:54,2016BW038_136,14.42,44.99897853,0.018128332,45,44.627,5.356586275,0.000402861,five,one,7/5/2016,16-Jul,5-Jul-16,175.2480027
542,702,492,6/14/2016,2016,6/13/2016,16-12,2016BW012,BW,15.59,PM,2,146,37.728,35.689,32.909,6.22,21.02,21.02,14:40:40,2016BW012_115,13.59,43.58953041,2.265088223,45,33.835,4.983606622,0.051964043,five,two,6/14/2016,16-Jun,14-Jun-16,175.2322924
109,158,66,6/21/2015,2015,6/20/2015,15-8,2015SC08,SC,5.51,AM,1,104,22.226,21.008,21.521,6.22,21.04,21.04,14:41:39,2015SC08_28,3.51,20.5715963,1.496218823,23.4,17.415,4.644390899,0.072732266,two,one,6/21/2015,15-Jun,21-Jun-15,175.0677809
563,727,459,8/21/2015,2015,8/20/2015,15-58,2015BW058,BW,14.27,PM,2,226,24.291,33.783,33.598,7.03,20.26,20.27,13:22:06,2015BW058_86,0.27,21.02707315,2.4576017,26.304,16.177,5.420534999,0.116877974,two,two,8/21/2015,15-Aug,21-Aug-15,174.8156787
727,896,718,8/2/2016,2016,8/1/2016,16-55,2016BW055,BW,15.12,PM,2,38,37.563,32.433,30.008,6.48,20.47,20.48,13:58:27,2016BW055_164,13.12,43.42364513,3.884840608,45,26.72,3.63758616,0.089463715,five,two,8/2/2016,16-Aug,2-Aug-16,174.4112203
733,902,711,7/27/2016,2016,7/26/2016,16-55,2016BW055,BW,15.26,PM,2,60,41.443,35.77,33.903,6.44,20.52,20.53,14:08:47,2016BW055_158,13.26,43.41308157,3.944653256,45,26.72,4.094344562,0.09086324,five,two,7/27/2016,16-Jul,27-Jul-16,174.0802527
481,629,183,7/6/2015,2015,7/5/2015,15-21,2015BW021,BW,14.13,PM,2,224,45,38.282,35.3,6.28,21.04,21.04,14:35:43,2015BW021_43,0.13,21.27972778,1.93206952,24.412,17.249,5.411646052,0.090793902,two,one,7/6/2015,15-Jul,6-Jul-15,174.0368566
556,717,511,6/11/2016,2016,6/10/2016,16-15,2016BW015,BW,16.04,PM,2,228,45,35.582,32.523,6.22,21.01,21,14:39:27,2016BW015_112,14.04,43.27905932,2.364015551,45,35.022,5.429345629,0.054622619,five,two,6/11/2016,16-Jun,11-Jun-16,173.9835054
384,525,625,7/15/2016,2016,7/14/2016,16-38,2016BW038,BW,16.4,PM,2,110,45,41.414,37.766,6.35,21.01,21.01,14:25:59,2016BW038_146,14.4,44.98429444,0.289292534,45,38.421,4.700480366,0.006430967,five,one,7/15/2016,16-Jul,15-Jul-16,173.8902287
385,526,626,7/15/2016,2016,7/14/2016,16-38,2016BW038,BW,20.22,PM,2,86,22.13,37.563,29.712,6.35,21.01,21.01,14:25:59,2016BW038_146,18.22,44.98429444,0.289292534,45,38.421,4.454347296,0.006430967,five,one,7/15/2016,16-Jul,15-Jul-16,173.8902287
472,618,174,6/28/2015,2015,6/27/2015,15-21,2015BW021,BW,14.59,PM,2,230,45,38.56,36.349,6.25,21.05,21.05,14:40:20,2015BW021_35,0.59,20.99874907,1.78663114,23.689,17.249,5.438079309,0.085082742,two,one,6/28/2015,15-Jun,28-Jun-15,173.5238931
262,389,470,8/28/2015,2015,8/27/2015,15-58,2015BW058,BW,1.05,AM,1,266,21.867,35.022,34.074,7.09,20.16,20.17,13:06:50,2015BW058_93,-0.95,21.5122352,2.625492032,26.622,16.796,5.583496309,0.122046454,two,two,8/28/2015,15-Aug,28-Aug-15,173.1312026
242,368,37,6/10/2015,2015,6/9/2015,15-7,2015SC07,SC,9.26,AM,1,120,25.817,38.98,38.569,6.22,21,21,14:38:32,2015SC07_17,7.26,22.55253644,2.567563284,28.667,17.296,4.787491743,0.113848094,two,two,6/10/2015,15-Jun,10-Jun-15,173.0043871
427,570,327,6/28/2015,2015,6/27/2015,15-37,2015BW037,BW,14.13,PM,2,186,45,37.921,36.454,6.25,21.05,21.05,14:40:20,2015BW037_35,0.13,21.57450952,1.219173791,23.881,19.674,5.225746674,0.056509919,two,one,6/28/2015,15-Jun,28-Jun-15,172.9895933
428,571,329,6/30/2015,2015,6/29/2015,15-37,2015BW037,BW,14.13,PM,2,228,42.863,38.226,36,6.26,21.05,21.05,14:39:28,2015BW037_37,0.13,21.57450952,1.219173791,23.881,19.674,5.429345629,0.056509919,two,one,6/30/2015,15-Jun,30-Jun-15,172.9895933
413,556,351,7/21/2015,2015,7/20/2015,15-42,2015BW042,BW,13.49,PM,2,138,27.949,27.284,32.211,6.38,20.57,20.58,14:19:06,2015BW042_58,-0.51,23.19366204,0.951317383,25.355,20.96,4.927253685,0.041016265,two,one,7/21/2015,15-Jul,21-Jul-15,172.9529628
426,569,333,7/4/2015,2015,7/3/2015,15-37,2015BW037,BW,14.21,PM,2,152,41.443,38.198,37.067,6.27,21.05,21.05,14:37:10,2015BW037_41,0.21,21.51303095,1.197654074,23.665,19.674,5.023880521,0.055671099,two,one,7/4/2015,15-Jul,4-Jul-15,172.828167
386,527,621,7/13/2016,2016,7/12/2016,16-38,2016BW038,BW,17.18,PM,2,210,45,40.2,37.831,6.33,21.01,21.02,14:28:19,2016BW038_144,15.18,44.95934568,0.504104701,45,37.783,5.347107531,0.011212456,five,one,7/13/2016,16-Jul,13-Jul-16,172.757401
562,725,499,6/18/2016,2016,6/17/2016,16-12,2016BW012,BW,16.17,PM,2,150,38.032,37.7,35.682,6.22,21.04,21.03,14:41:33,2016BW012_119,14.17,43.18784148,2.447720629,45,33.835,5.010635294,0.056676151,five,two,6/18/2016,16-Jun,18-Jun-16,172.6342613
422,565,331,7/2/2015,2015,7/1/2015,15-37,2015BW037,BW,14.31,PM,2,198,45,37.673,36.565,6.26,21.05,21.05,14:38:26,2015BW037_39,0.31,21.43561017,1.169173304,23.328,19.674,5.288267031,0.054543505,two,one,7/2/2015,15-Jul,2-Jul-15,172.6314731
389,530,615,7/10/2016,2016,7/9/2016,16-38,2016BW038,BW,17.28,PM,2,176,45,39.914,37.044,6.31,21.03,21.03,14:31:30,2016BW038_141,15.28,44.9421529,0.536458749,45,37.783,5.170483995,0.01193665,five,one,7/10/2016,16-Jul,10-Jul-16,172.5290491
292,423,463,8/23/2015,2015,8/22/2015,15-58,2015BW058,BW,3.41,AM,1,88,19.936,32.717,32.448,7.05,20.23,20.24,13:17:48,2015BW058_88,1.41,21.82111508,3.037553865,34.229,14.936,4.477336814,0.139202504,two,two,8/23/2015,15-Aug,23-Aug-15,172.4910599
293,424,465,8/23/2015,2015,8/22/2015,15-58,2015BW058,BW,9.51,AM,1,218,18.866,33.574,32.979,7.05,20.23,20.24,13:17:48,2015BW058_88,7.51,21.82111508,3.037553865,34.229,14.936,5.384495063,0.139202504,two,two,8/23/2015,15-Aug,23-Aug-15,172.4910599
393,534,609,7/7/2016,2016,7/6/2016,16-38,2016BW038,BW,17.32,PM,2,172,45,37.893,34.385,6.29,21.04,21.04,14:34:17,2016BW038_138,15.32,44.92794766,0.576490453,45,37.783,5.147494477,0.012831444,five,one,7/7/2016,16-Jul,7-Jul-16,172.2768775
499,657,100,6/14/2015,2015,6/13/2015,15-13,2015BW013,BW,14.25,PM,2,194,39.829,31.944,31.011,6.24,21.05,21.05,14:40:59,2015BW013_21,0.25,21.57924807,2.01137848,24.677,17.819,5.267858159,0.093208923,two,two,6/14/2015,15-Jun,14-Jun-15,172.2219393
645,812,522,6/12/2016,2016,6/11/2016,16-19,2016BW019,BW,17.51,PM,2,176,43.982,37.893,34.898,6.22,21.02,21.01,14:39:54,2016BW019_113,15.51,40.61426271,3.40208422,45,31.281,5.170483995,0.083765751,five,two,6/12/2016,16-Jun,12-Jun-16,171.9059391
419,562,330,7/1/2015,2015,6/30/2015,15-37,2015BW037,BW,15.01,PM,2,184,40.573,37.37,36.233,6.26,21.05,21.05,14:38:59,2015BW037_38,1.01,21.23693333,1.148158958,23.352,19.674,5.214935758,0.054064254,two,one,7/1/2015,15-Jul,1-Jul-15,171.8780953
498,656,111,6/19/2015,2015,6/18/2015,15-13,2015BW013,BW,14.43,PM,2,206,42.714,33.053,30.935,6.22,21.04,21.03,14:41:27,2015BW013_26,0.43,21.47949769,2.001837967,24.532,17.819,5.327876169,0.093197616,two,two,6/19/2015,15-Jun,19-Jun-15,171.8388649
448,591,343,7/6/2015,2015,7/5/2015,15-40,2015BW040,BW,15.03,PM,2,140,36.688,35.904,33.354,6.28,21.04,21.04,14:35:43,2015BW040_43,1.03,23.07929583,1.371856281,25.404,20.793,4.941642423,0.059440994,two,one,7/6/2015,15-Jul,6-Jul-15,171.7453718
573,740,507,6/9/2016,2016,6/8/2016,16-15,2016BW015,BW,16.5,PM,2,190,45,35.502,33.098,6.22,21,20.59,14:38:23,2016BW015_110,14.5,43.11926696,2.69570373,45,32.098,5.247024072,0.062517383,five,two,6/9/2016,16-Jun,9-Jun-16,171.7132311
489,645,107,6/17/2015,2015,6/16/2015,15-13,2015BW013,BW,15.01,PM,2,206,43.254,32.665,29.968,6.22,21.03,21.03,14:41:02,2015BW013_24,1.01,21.39946061,1.977303901,24.484,17.819,5.327876169,0.092399707,two,one,6/17/2015,15-Jun,17-Jun-15,171.6120851
395,536,611,7/8/2016,2016,7/7/2016,16-38,2016BW038,BW,17.4,PM,2,134,45,38.032,34.138,6.3,21.03,21.03,14:33:24,2016BW038_139,15.4,44.89265213,0.68944214,45,37.783,4.8978398,0.015357572,five,one,7/8/2016,16-Jul,8-Jul-16,171.585924
223,348,450,8/14/2015,2015,8/13/2015,15-58,2015BW058,BW,2.43,AM,1,100,23.136,36.335,36.246,6.58,20.34,20.36,13:36:46,2015BW058_79,0.43,20.87742105,2.407720954,26.158,16.177,4.605170186,0.115326551,two,two,8/14/2015,15-Aug,14-Aug-15,171.4431676
476,623,115,6/21/2015,2015,6/20/2015,15-13,2015BW013,BW,15.35,PM,2,206,45,33.652,31.943,6.22,21.04,21.04,14:41:39,2015BW013_28,1.35,21.236547,1.870222437,24.412,17.819,5.327876169,0.088066221,two,one,6/21/2015,15-Jun,21-Jun-15,171.4233098
474,620,104,6/16/2015,2015,6/15/2015,15-13,2015BW013,BW,15.49,PM,2,172,45,32.691,29.049,6.22,21.03,21.02,14:40:45,2015BW013_23,1.49,21.16803082,1.811295797,24.363,17.819,5.147494477,0.085567515,two,one,6/16/2015,15-Jun,16-Jun-15,171.4102429
473,619,109,6/18/2015,2015,6/17/2015,15-13,2015BW013,BW,15.51,PM,2,118,45,31.996,30.4,6.22,21.03,21.03,14:41:16,2015BW013_25,1.51,21.16185303,1.806085131,24.363,17.819,4.770684624,0.085346266,two,one,6/18/2015,15-Jun,18-Jun-15,171.4085755
461,606,113,6/20/2015,2015,6/19/2015,15-13,2015BW013,BW,16.37,PM,2,134,43.435,31.893,30.845,6.22,21.04,21.04,14:41:34,2015BW013_27,2.37,20.87203698,1.546722761,23.954,17.962,4.8978398,0.074105022,two,one,6/20/2015,15-Jun,20-Jun-15,171.4015696
453,596,102,6/15/2015,2015,6/14/2015,15-13,2015BW013,BW,17.01,PM,2,138,41.795,26.695,27.973,6.22,21.02,21.02,14:40:24,2015BW013_22,3.01,20.66071649,1.418041385,23.448,18.081,4.927253685,0.068634666,two,one,6/15/2015,15-Jun,15-Jun-15,171.1079199
576,743,506,6/8/2016,2016,6/7/2016,16-15,2016BW015,BW,17,PM,2,186,45,36.362,32.885,6.22,21,20.59,14:37:47,2016BW015_109,15,43.04629425,2.78699231,45,32.098,5.225746674,0.064744071,five,two,6/8/2016,16-Jun,8-Jun-16,170.9638101
674,843,358,7/17/2015,2015,7/16/2015,15-43,2015BW043,BW,22.56,PM,2,112,23.978,31.459,28.053,6.35,21,21,14:24:27,2015BW043_54,8.56,28.8510678,3.642655586,39.29,20.984,4.718498871,0.126257219,three,two,7/17/2015,15-Jul,17-Jul-15,170.8815693
400,542,623,7/14/2016,2016,7/13/2016,16-38,2016BW038,BW,17.46,PM,2,144,45,41.327,36.927,6.34,21.01,21.01,14:27:10,2016BW038_145,15.46,44.85556906,0.808920982,45,37.783,4.9698133,0.018033903,five,one,7/14/2016,16-Jul,14-Jul-16,170.8561255
580,747,515,6/13/2016,2016,6/12/2016,16-15,2016BW015,BW,17.06,PM,2,132,33.626,34.36,30.273,6.22,21.02,21.01,14:40:19,2016BW015_114,15.06,42.97544639,2.869166759,45,32.098,4.882801923,0.066762931,five,two,6/13/2016,16-Jun,13-Jun-16,170.2670352
459,604,181,7/4/2015,2015,7/3/2015,15-21,2015BW021,BW,17.19,PM,2,76,31.23,39.29,34.306,6.27,21.05,21.05,14:37:10,2015BW021_41,3.19,19.91065631,1.517898164,22.489,16.534,4.33073334,0.076235466,one,one,7/4/2015,15-Jul,4-Jul-15,170.1314459
201,305,108,6/17/2015,2015,6/16/2015,15-13,2015BW013,BW,8.45,AM,1,160,24.484,31.357,30.489,6.22,21.03,21.03,14:41:02,2015BW013_24,6.45,21.88421515,2.116287105,27.038,18.057,5.075173815,0.096703816,two,two,6/17/2015,15-Jun,17-Jun-15,170.0638753
501,659,94,6/22/2015,2015,6/21/2015,15-11,2015BW011,BW,15.36,PM,2,224,43.89,37.783,36.763,6.23,21.04,21.04,14:41:40,2015BW011_29,1.36,20.48480648,2.020794757,23.713,16.487,5.411646052,0.098648467,two,two,6/22/2015,15-Jun,22-Jun-15,170.0473879
541,701,78,6/9/2015,2015,6/8/2015,15-11,2015BW011,BW,14.44,PM,2,270,45,37.206,34.711,6.22,20.59,20.59,14:37:17,2015BW011_16,0.44,20.73688519,2.261468784,25.38,16.487,5.598421959,0.109055375,two,two,6/9/2015,15-Jun,9-Jun-15,169.9814647
538,698,91,6/19/2015,2015,6/18/2015,15-11,2015BW011,BW,14.48,PM,2,188,39.658,37.838,34.42,6.22,21.04,21.03,14:41:27,2015BW011_26,0.48,20.70913653,2.236662107,25.234,16.487,5.236441963,0.108003639,two,two,6/19/2015,15-Jun,19-Jun-15,169.980669
537,697,79,6/10/2015,2015,6/9/2015,15-11,2015BW011,BW,14.54,PM,2,172,44.874,37.453,34.84,6.22,21,21,14:38:32,2015BW011_17,0.54,20.67804331,2.210634433,24.944,16.487,5.147494477,0.106907332,two,two,6/10/2015,15-Jun,10-Jun-15,169.9713314
548,708,92,6/20/2015,2015,6/19/2015,15-11,2015BW011,BW,14.3,PM,2,234,45,37.48,36.645,6.22,21.04,21.04,14:41:34,2015BW011_27,0.3,20.81120648,2.333128466,25.768,16.487,5.455321115,0.112109236,two,two,6/20/2015,15-Jun,20-Jun-15,169.958682
551,711,87,6/16/2015,2015,6/15/2015,15-11,2015BW011,BW,14.28,PM,2,108,44.38,37.728,34.432,6.22,21.03,21.02,14:40:45,2015BW011_23,0.28,20.81985648,2.344779852,25.793,16.487,4.682131227,0.112622287,two,two,6/16/2015,15-Jun,16-Jun-15,169.9402212
488,644,83,6/13/2015,2015,6/12/2015,15-11,2015BW011,BW,15.5,PM,2,132,31.153,37.178,31.902,6.22,21.02,21.01,14:40:01,2015BW011_20,1.5,20.40436441,1.975516129,23.689,16.582,4.882801923,0.096818312,two,one,6/13/2015,15-Jun,13-Jun-15,169.917913
561,722,90,6/18/2015,2015,6/17/2015,15-11,2015BW011,BW,14.2,PM,2,224,40.573,38.143,34.172,6.22,21.03,21.03,14:41:16,2015BW011_25,0.2,20.85112712,2.382403637,25.939,16.487,5.411646052,0.114257787,two,two,6/18/2015,15-Jun,18-Jun-15,169.8949554
565,729,80,6/11/2015,2015,6/10/2015,15-11,2015BW011,BW,14.04,PM,2,292,45,37.755,36.054,6.22,21.01,21,14:39:04,2015BW011_18,0.04,20.92405932,2.464932781,26.28,16.487,5.676753802,0.117803756,two,two,6/11/2015,15-Jun,11-Jun-15,169.8143074
482,631,558,6/24/2016,2016,6/23/2016,16-29,2016BW029,BW,17.19,PM,2,188,44.999,39.093,36.498,6.24,21.05,21.04,14:41:16,2016BW029_125,15.19,44.0460339,1.946621716,45,36.308,5.236441963,0.044195165,five,one,6/24/2016,16-Jun,24-Jun-16,169.8142188
568,732,84,6/14/2015,2015,6/13/2015,15-11,2015BW011,BW,13.5,PM,2,148,33.365,37.563,34.613,6.24,21.05,21.05,14:40:59,2015BW011_21,-0.5,20.97775859,2.517744256,26.353,16.487,4.997212274,0.120019698,two,two,6/14/2015,15-Jun,14-Jun-15,169.7929033
483,632,81,6/12/2015,2015,6/11/2015,15-11,2015BW011,BW,16,PM,2,88,25.258,36.552,31.855,6.22,21.01,21.01,14:39:34,2015BW011_19,2,20.34289171,1.949217177,23.593,16.558,4.477336814,0.095818097,two,one,6/12/2015,15-Jun,12-Jun-15,169.7793305
569,734,88,6/17/2015,2015,6/16/2015,15-11,2015BW011,BW,13.32,PM,2,116,42.714,37.673,35.004,6.22,21.03,21.03,14:41:02,2015BW011_24,-0.68,21.03065217,2.571663841,26.353,16.63,4.753590191,0.122281697,two,two,6/17/2015,15-Jun,17-Jun-15,169.7627464
484,633,555,6/21/2016,2016,6/20/2016,16-29,2016BW029,BW,16.09,PM,2,264,45,38.504,36.629,6.23,21.04,21.04,14:41:39,2016BW029_122,14.09,44.01927119,1.951797331,45,36.987,5.575949103,0.04433961,five,one,6/21/2016,16-Jun,21-Jun-16,169.6745089
560,721,228,6/24/2015,2015,6/23/2015,15-27,2015BW027,BW,15.44,PM,2,238,45,36.065,33.958,6.23,21.05,21.04,14:41:33,2015BW027_31,1.44,21.25116868,2.372469582,24.871,13.546,5.472270674,0.111639488,two,two,6/24/2015,15-Jun,24-Jun-15,169.5523909
588,755,513,6/12/2016,2016,6/11/2016,16-15,2016BW015,BW,17.1,PM,2,160,45,36.227,33.255,6.22,21.02,21.01,14:39:54,2016BW015_113,15.1,42.90632662,2.964586672,45,32.098,5.075173815,0.069094395,five,two,6/12/2016,16-Jun,12-Jun-16,169.5144452
557,718,229,6/25/2015,2015,6/24/2015,15-27,2015BW027,BW,15.48,PM,2,256,45,37.37,35.232,6.23,21.05,21.05,14:41:25,2015BW027_32,1.48,21.2163632,2.366189986,24.871,13.449,5.545177444,0.111526653,two,two,6/25/2015,15-Jun,25-Jun-15,169.4328144
558,719,239,6/30/2015,2015,6/29/2015,15-27,2015BW027,BW,15.48,PM,2,232,45,39.205,38.137,6.26,21.05,21.05,14:39:28,2015BW027_37,1.48,21.2163632,2.366189986,24.871,13.449,5.446737372,0.111526653,two,two,6/30/2015,15-Jun,30-Jun-15,169.4328144
477,624,96,6/24/2015,2015,6/23/2015,15-11,2015BW011,BW,16.24,PM,2,150,39.686,38.17,36.102,6.23,21.05,21.04,14:41:33,2015BW011_31,2.24,20.18297646,1.881676699,23.256,16.534,5.010635294,0.093230882,two,one,6/24/2015,15-Jun,24-Jun-15,169.4146503
555,715,246,7/4/2015,2015,7/3/2015,15-27,2015BW027,BW,15.54,PM,2,198,43.707,38.476,37.287,6.27,21.05,21.05,14:37:10,2015BW027_41,1.54,21.16315496,2.355476137,24.823,13.305,5.288267031,0.111300803,two,two,7/4/2015,15-Jul,4-Jul-15,169.2553329
553,713,235,6/28/2015,2015,6/27/2015,15-27,2015BW027,BW,15.56,PM,2,96,45,39.177,36.798,6.25,21.05,21.05,14:40:20,2015BW027_35,1.56,21.14602179,2.351118642,24.823,13.305,4.564348191,0.111184915,two,two,6/28/2015,15-Jun,28-Jun-15,169.2025168
554,714,241,7/1/2015,2015,6/30/2015,15-27,2015BW027,BW,15.56,PM,2,242,45,39.346,36.07,6.26,21.05,21.05,14:38:59,2015BW027_38,1.56,21.14602179,2.351118642,24.823,13.305,5.488937726,0.111184915,two,two,7/1/2015,15-Jul,1-Jul-15,169.2025168
206,315,49,6/20/2015,2015,6/19/2015,15-7,2015SC07,SC,2.04,AM,1,196,20.841,35.529,35.065,6.22,21.04,21.04,14:41:34,2015SC07_27,0.04,20.66782288,2.214556616,26.012,16.368,5.278114659,0.107149971,two,two,6/20/2015,15-Jun,20-Jun-15,169.1722818
536,696,325,7/17/2015,2015,7/16/2015,15-36,2015SC036,SC,16.12,PM,2,240,45,37.315,34.521,6.35,21,21,14:24:27,2015SC036_54,2.12,21.34048345,2.202222665,25.817,14.888,5.480638923,0.103194601,two,two,7/17/2015,15-Jul,17-Jul-15,169.1020365
550,710,262,7/13/2015,2015,7/12/2015,15-27,2015BW027,BW,16.02,PM,2,230,45,37.178,35.953,6.33,21.02,21.02,14:29:10,2015BW027_50,2.02,21.10240635,2.339490634,24.798,13.305,5.438079309,0.11086369,two,two,7/13/2015,15-Jul,13-Jul-15,169.0706201
559,720,134,6/19/2015,2015,6/18/2015,15-17,2015BW017,BW,14.47,PM,2,250,34.492,39.065,35.917,6.22,21.04,21.03,14:41:27,2015BW017_26,0.47,20.91637429,2.366544907,24.508,17.439,5.521460918,0.113143171,two,two,6/19/2015,15-Jun,19-Jun-15,168.9365441
546,706,132,6/17/2015,2015,6/16/2015,15-17,2015BW017,BW,15.07,PM,2,196,33.914,38.421,35.023,6.22,21.03,21.03,14:41:02,2015BW017_24,1.07,20.83992361,2.303102539,24.315,17.439,5.278114659,0.110513963,two,two,6/17/2015,15-Jun,17-Jun-15,168.9109432
191,288,261,7/12/2015,2015,7/11/2015,15-27,2015BW027,BW,8.56,AM,1,190,24.412,34.889,35.292,6.32,21.02,21.03,14:30:14,2015BW027_49,6.56,21.38597498,2.011187152,26.158,14.888,5.247024072,0.094042341,two,two,7/12/2015,15-Jul,12-Jul-15,168.8889839
199,303,43,6/16/2015,2015,6/15/2015,15-7,2015SC07,SC,2.38,AM,1,72,17.748,37.811,37.339,6.22,21.03,21.02,14:40:45,2015SC07_23,0.38,20.44911167,2.105274737,24.992,16.225,4.276666119,0.102951892,two,two,6/16/2015,15-Jun,16-Jun-15,168.8881145
528,687,138,6/23/2015,2015,6/22/2015,15-17,2015BW017,BW,16.01,PM,2,246,37.37,39.516,36.803,6.23,21.04,21.04,14:41:38,2015BW017_30,2.01,20.62381073,2.132665297,24.267,17.13,5.505331536,0.103407916,two,two,6/23/2015,15-Jun,23-Jun-15,168.7960645
521,680,561,6/29/2016,2016,6/28/2016,16-29,2016BW029,BW,17.25,PM,2,98,35.529,36.119,33.706,6.25,21.05,21.05,14:39:36,2016BW029_130,15.25,43.96558333,2.095861222,45,35.904,4.584967479,0.047670497,five,two,6/29/2016,16-Jun,29-Jun-16,168.7559782
545,705,255,7/9/2015,2015,7/8/2015,15-27,2015BW027,BW,16.16,PM,2,150,43.103,38.504,37.496,6.3,21.03,21.04,14:33:11,2015BW027_46,2.16,20.97026877,2.29944469,24.702,13.305,5.010635294,0.109652609,two,two,7/9/2015,15-Jul,9-Jul-15,168.694027
771,943,715,7/30/2016,2016,7/29/2016,16-55,2016BW055,BW,16.2,PM,2,244,45,34.202,31.928,6.46,20.5,20.5,14:03:45,2016BW055_161,14.2,43.02364301,4.728792392,45,19.579,5.497168225,0.109911483,five,three,7/30/2016,16-Jul,30-Jul-16,168.6629599
425,568,613,7/9/2016,2016,7/8/2016,16-38,2016BW038,BW,18.04,PM,2,134,45,38.728,35.517,6.31,21.03,21.03,14:32:29,2016BW038_140,16.04,44.72359409,1.193594125,45,36.281,4.8978398,0.026688243,five,one,7/9/2016,16-Jul,9-Jul-16,168.4524047
